Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,TotalSpending,TotalPurchases,Recency_Group,AgeGroup,ResponseRate,Cluster,CustomerID,Group
50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,44,2611,0,0,0,1,0,0,0,1,0,0,337,273,0,393,13,60–100 days,41-60,0.0,0,1286,Cluster 0
81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,55,2196,0,1,0,0,0,0,0,0,0,1,1487,1473,2,1463,22,30–60 days,41-60,33.33333333333333,1,1287,Cluster 1
65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,38,2325,0,1,0,0,0,0,0,1,0,0,1143,1097,4,1189,27,0–30 days,21-40,83.33333333333334,1,1288,Cluster 1
59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,48,2501,0,0,0,1,0,0,0,1,0,0,1040,886,0,1140,25,30–60 days,41-60,0.0,2,1289,Cluster 2
65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,60,2308,0,1,0,0,0,0,0,0,0,1,650,644,0,656,19,30–60 days,61-100,0.0,0,1290,Cluster 0
64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,64,2742,0,0,1,0,0,0,0,0,1,0,1497,1454,0,1330,22,60–100 days,61-100,0.0,2,1291,Cluster 2
45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,55,2466,0,0,0,1,0,0,0,0,1,0,297,283,0,300,12,60–100 days,41-60,0.0,0,1292,Cluster 0
74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,3,11,0,65,2394,0,0,0,1,0,1,0,0,0,0,783,746,0,779,21,0–30 days,61-100,0.0,2,1293,Cluster 2
59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,3,11,0,31,2328,0,1,0,0,0,1,0,0,0,0,262,250,0,238,11,60–100 days,21-40,0.0,0,1294,Cluster 0
27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,3,11,0,58,2594,0,0,1,0,0,0,0,0,0,1,54,51,0,57,6,30–60 days,41-60,0.0,3,1295,Cluster 3
47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,3,11,0,55,2430,0,0,0,1,0,0,0,1,0,0,358,268,0,389,13,60–100 days,41-60,0.0,0,1296,Cluster 0
46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,47,2178,0,1,0,0,0,1,0,0,0,0,39,34,0,41,4,60–100 days,41-60,0.0,3,1297,Cluster 3
40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,48,2494,0,1,0,0,0,0,0,1,0,0,75,48,0,96,6,30–60 days,41-60,0.0,3,1298,Cluster 3
37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,3,11,0,36,2307,0,0,0,1,0,0,0,1,0,0,41,21,0,57,4,60–100 days,21-40,0.0,3,1299,Cluster 3
81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,3,11,0,60,2592,0,1,0,0,0,0,0,0,1,0,1505,1367,0,1609,26,0–30 days,61-100,0.0,2,1300,Cluster 2
46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,3,11,0,62,2547,0,0,0,1,0,0,0,0,1,0,309,221,0,373,12,30–60 days,61-100,0.0,0,1301,Cluster 0
77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,52,2332,0,0,0,1,0,0,0,1,0,0,987,853,1,1009,24,30–60 days,41-60,16.666666666666664,2,1302,Cluster 2
37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,3,11,1,43,2823,0,0,1,0,0,0,0,1,0,0,297,121,1,466,12,0–30 days,41-60,33.33333333333333,0,1303,Cluster 0
18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,3,11,0,46,2251,0,1,0,0,0,0,1,0,0,0,46,42,0,34,6,0–30 days,41-60,0.0,3,1304,Cluster 3
72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,3,11,0,58,2659,0,1,0,0,0,0,0,0,1,0,1473,1268,0,1659,22,0–30 days,41-60,0.0,2,1305,Cluster 2
24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,3,11,0,38,2231,0,1,0,0,0,0,0,1,0,0,51,44,0,52,6,60–100 days,21-40,0.0,3,1306,Cluster 3
45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,3,11,0,45,2436,0,1,0,0,0,0,0,0,0,1,152,134,0,164,8,30–60 days,41-60,0.0,3,1307,Cluster 3
6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,3,11,0,38,2358,0,0,1,0,0,0,0,0,1,0,111,-151,0,369,2,0–30 days,21-40,0.0,3,1308,Cluster 3
71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,3,11,1,75,2383,0,0,0,1,0,0,0,0,0,1,1099,1002,1,1098,16,0–30 days,61-100,33.33333333333333,1,1309,Cluster 1
27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,3,11,0,41,2273,0,1,0,0,0,0,0,1,0,0,55,9,0,98,6,60–100 days,41-60,0.0,3,1310,Cluster 3
48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,3,11,1,51,2723,0,1,0,0,0,0,0,1,0,0,316,316,0,245,12,0–30 days,41-60,16.666666666666664,0,1311,Cluster 0
71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,3,11,0,58,2443,0,1,0,0,0,0,0,1,0,0,1232,1064,2,1228,18,0–30 days,41-60,33.33333333333333,1,1312,Cluster 1
90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,3,11,0,72,2494,0,0,1,0,0,0,0,1,0,0,1331,1238,0,1242,26,30–60 days,61-100,0.0,2,1313,Cluster 2
88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,3,11,1,42,2839,0,1,0,0,0,0,0,0,1,0,769,694,3,844,19,0–30 days,41-60,66.66666666666666,1,1314,Cluster 1
51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,3,11,0,45,2444,0,1,0,0,0,0,0,1,0,0,270,229,0,240,11,30–60 days,41-60,0.0,0,1315,Cluster 0
71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,3,11,0,38,2576,0,0,0,1,0,0,0,1,0,0,1117,1085,0,1008,16,0–30 days,21-40,0.0,0,1316,Cluster 0
35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,3,11,0,37,2229,0,1,0,0,0,0,0,0,1,0,115,101,0,125,7,0–30 days,21-40,0.0,3,1317,Cluster 3
40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,68,2415,0,0,0,0,1,0,0,1,0,0,29,26,0,32,4,0–30 days,61-100,0.0,3,1318,Cluster 3
39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,3,11,1,38,2849,0,0,1,0,0,0,0,1,0,0,263,227,0,279,11,30–60 days,21-40,16.666666666666664,0,1319,Cluster 0
50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,3,11,0,58,2190,0,0,0,1,0,0,0,1,0,0,305,290,1,316,12,60–100 days,41-60,16.666666666666664,0,1320,Cluster 0
43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,3,11,0,43,2744,0,1,0,0,0,0,0,0,1,0,339,237,0,441,13,0–30 days,41-60,0.0,0,1321,Cluster 0
62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,71,2795,0,1,0,0,0,0,0,0,1,0,1144,1110,1,1178,17,0–30 days,61-100,33.33333333333333,1,1322,Cluster 1
18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,3,11,0,30,2657,0,1,0,0,0,0,0,1,0,0,67,49,0,62,5,0–30 days,21-40,0.0,3,1323,Cluster 3
24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,38,2625,0,0,1,0,0,0,1,0,0,0,19,14,0,24,3,30–60 days,21-40,0.0,3,1324,Cluster 3
33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,45,2653,0,0,1,0,0,0,0,1,0,0,70,28,0,93,6,0–30 days,41-60,0.0,3,1325,Cluster 3
26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,3,11,0,61,2663,0,1,0,0,0,1,0,0,0,0,24,18,0,27,4,0–30 days,61-100,0.0,3,1326,Cluster 3
50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,37,2533,0,1,0,0,0,0,0,0,0,1,399,388,0,345,14,30–60 days,21-40,0.0,0,1327,Cluster 0
62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,3,11,0,44,2461,0,0,0,1,0,0,0,1,0,0,762,724,1,800,21,0–30 days,41-60,16.666666666666664,2,1328,Cluster 2
85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,58,2581,1,0,0,0,0,0,0,0,0,1,1301,1289,0,1197,19,60–100 days,41-60,16.666666666666664,2,1329,Cluster 2
76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,3,11,0,64,2615,0,0,0,1,0,0,0,0,0,1,1469,1455,0,1483,22,60–100 days,61-100,0.0,2,1330,Cluster 2
70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,3,11,1,27,2410,0,0,1,0,0,0,0,1,0,0,1118,978,0,1076,16,0–30 days,21-40,16.666666666666664,2,1331,Cluster 2
18227.0,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,3,11,0,33,2757,0,0,0,1,0,0,0,1,0,0,17,6,0,24,3,0–30 days,21-40,0.0,3,1332,Cluster 3
69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,3,11,0,55,2312,0,1,0,0,0,0,0,1,0,0,221,215,0,194,10,0–30 days,41-60,0.0,3,1333,Cluster 3
69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,3,11,1,38,2756,0,1,0,0,0,0,0,1,0,0,1460,1365,1,1431,19,0–30 days,21-40,33.33333333333333,1,1334,Cluster 1
69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,3,11,0,58,2628,0,0,1,0,0,0,0,1,0,0,808,755,0,690,21,30–60 days,41-60,0.0,0,1335,Cluster 0
38136.0,1,0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,3,11,0,42,2592,0,1,0,0,0,0,0,1,0,0,70,37,1,103,6,60–100 days,41-60,16.666666666666664,3,1336,Cluster 3
62159.0,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,3,11,0,74,2221,0,0,1,0,0,0,0,0,0,1,605,576,0,557,18,60–100 days,61-100,0.0,0,1337,Cluster 0
80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,3,11,0,57,2341,0,0,1,0,0,0,0,1,0,0,1900,1882,0,1725,18,60–100 days,41-60,0.0,2,1338,Cluster 2
33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,3,11,0,49,2427,0,0,1,0,0,0,0,0,1,0,119,107,0,127,7,30–60 days,41-60,0.0,3,1339,Cluster 3
58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,3,11,0,52,2800,0,0,0,1,0,0,0,1,0,0,498,410,0,548,16,30–60 days,41-60,0.0,0,1340,Cluster 0
17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,3,11,0,28,2377,0,1,0,0,0,0,1,0,0,0,40,18,1,54,5,0–30 days,21-40,16.666666666666664,3,1341,Cluster 3
53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,3,11,0,46,2554,1,0,0,0,0,0,0,1,0,0,397,347,0,432,14,0–30 days,41-60,0.0,0,1342,Cluster 0
52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,3,11,0,70,2857,0,0,0,1,0,1,0,0,0,0,911,883,0,883,26,30–60 days,61-100,0.0,2,1343,Cluster 2
59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,3,11,0,43,2498,1,0,0,0,0,1,0,0,0,0,774,751,1,797,11,0–30 days,41-60,16.666666666666664,0,1344,Cluster 0
75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,3,11,1,62,2822,0,0,1,0,0,0,0,0,1,0,1061,979,0,983,15,60–100 days,61-100,16.666666666666664,0,1345,Cluster 0
47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,3,11,0,44,2393,0,0,1,0,0,0,0,1,0,0,389,363,0,395,14,30–60 days,41-60,0.0,0,1346,Cluster 0
37971.0,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,3,11,0,47,2375,0,1,0,0,0,0,0,1,0,0,23,16,0,28,4,60–100 days,41-60,0.0,3,1347,Cluster 3
41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,52,2344,1,0,0,0,0,0,0,0,1,0,182,177,0,171,9,0–30 days,41-60,0.0,3,1348,Cluster 3
67267.0,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,3,11,0,62,2206,0,1,0,0,0,0,0,1,0,0,221,191,0,236,10,0–30 days,61-100,0.0,3,1349,Cluster 3
57338.0,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,3,11,0,45,2220,0,0,1,0,0,0,0,1,0,0,220,203,0,226,10,60–100 days,41-60,0.0,3,1350,Cluster 3
50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,3,11,0,60,2345,0,0,0,1,0,1,0,0,0,0,90,89,0,87,6,60–100 days,61-100,0.0,3,1351,Cluster 3
35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,55,2578,0,0,1,0,0,0,0,0,1,0,32,29,0,35,4,60–100 days,41-60,0.0,3,1352,Cluster 3
50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,0,60,2792,1,0,0,0,0,0,0,0,0,1,489,485,1,487,16,60–100 days,61-100,16.666666666666664,0,1353,Cluster 0
56242.0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,3,11,0,51,2642,0,1,0,0,0,0,0,0,0,1,883,795,0,960,23,60–100 days,41-60,0.0,2,1354,Cluster 2
48904.0,0,1,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,3,11,0,60,2733,0,0,1,0,0,0,0,1,0,0,344,317,0,371,13,0–30 days,61-100,0.0,0,1355,Cluster 0
56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,3,11,0,45,2340,0,0,1,0,0,0,0,1,0,0,389,382,0,392,14,0–30 days,41-60,0.0,0,1356,Cluster 0
21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,3,11,1,35,2472,0,1,0,0,0,0,0,1,0,0,37,6,1,68,5,0–30 days,21-40,33.33333333333333,3,1357,Cluster 3
57420.0,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,3,11,0,49,2528,0,0,0,1,0,0,0,0,1,0,298,274,1,322,12,0–30 days,41-60,16.666666666666664,0,1358,Cluster 0
46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,3,11,0,65,2214,1,0,0,0,0,0,0,0,1,0,184,146,0,220,9,30–60 days,61-100,0.0,3,1359,Cluster 3
54342.0,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,3,11,0,64,2520,0,0,0,1,0,1,0,0,0,0,149,121,0,166,8,60–100 days,61-100,0.0,3,1360,Cluster 3
20895.0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,3,11,0,47,2790,0,1,0,0,0,0,0,1,0,0,41,37,0,42,5,0–30 days,41-60,0.0,3,1361,Cluster 3
92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,3,11,0,72,2324,0,1,0,0,0,0,0,1,0,0,1780,1661,2,1848,20,0–30 days,61-100,33.33333333333333,1,1362,Cluster 1
26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,44,2472,0,0,0,1,0,1,0,0,0,0,20,18,0,22,4,0–30 days,41-60,0.0,3,1363,Cluster 3
44964.0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,40,2719,0,0,0,1,0,0,0,1,0,0,39,37,0,39,4,30–60 days,41-60,0.0,3,1364,Cluster 3
75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,41,2217,0,0,0,1,0,0,0,1,0,0,1360,1280,0,1336,20,30–60 days,41-60,0.0,2,1365,Cluster 2
53761.0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,3,11,0,48,2420,0,1,0,0,0,0,0,0,1,0,254,183,0,312,11,0–30 days,41-60,0.0,0,1366,Cluster 0
22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,3,11,0,47,2428,0,0,0,1,0,0,0,1,0,0,59,23,0,91,7,30–60 days,41-60,0.0,3,1367,Cluster 3
38887.0,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,48,2278,0,0,0,1,0,0,0,0,0,1,39,36,0,42,4,0–30 days,41-60,0.0,3,1368,Cluster 3
41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,3,11,0,45,2756,0,0,1,0,0,1,0,0,0,0,43,14,0,57,4,0–30 days,41-60,0.0,3,1369,Cluster 3
29791.0,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,3,11,0,48,2204,0,1,0,0,0,0,0,0,0,1,20,20,0,20,5,0–30 days,41-60,0.0,3,1370,Cluster 3
63915.0,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,3,11,0,64,2493,0,1,0,0,0,0,0,0,1,0,774,759,0,759,21,0–30 days,61-100,0.0,2,1371,Cluster 2
39996.0,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,46,2197,1,0,0,0,0,0,0,1,0,0,14,13,0,15,3,60–100 days,41-60,0.0,3,1372,Cluster 3
26759.0,1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,3,11,0,48,2301,1,0,0,0,0,0,0,1,0,0,57,55,0,51,6,60–100 days,41-60,0.0,3,1373,Cluster 3
63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,52,2593,1,0,0,0,0,0,0,0,1,0,777,646,0,888,21,60–100 days,41-60,0.0,2,1374,Cluster 2
51039.0,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,3,11,0,51,2725,0,1,0,0,0,0,0,0,0,1,308,199,0,352,12,0–30 days,41-60,0.0,0,1375,Cluster 0
60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,3,11,0,59,2832,0,1,0,0,0,0,0,1,0,0,254,219,0,286,11,60–100 days,41-60,0.0,0,1376,Cluster 0
65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,3,11,0,48,2251,0,1,0,0,0,0,0,1,0,0,712,655,0,769,20,30–60 days,41-60,0.0,0,1377,Cluster 0
37716.0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,3,11,0,67,2228,0,1,0,0,0,0,0,1,0,0,147,106,0,182,8,0–30 days,61-100,0.0,3,1378,Cluster 3
36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,3,11,1,63,2844,0,0,1,0,0,0,0,1,0,0,265,176,0,337,11,30–60 days,61-100,16.666666666666664,0,1379,Cluster 0
44511.0,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,3,11,0,50,2784,0,1,0,0,0,0,0,0,1,0,713,699,0,681,20,30–60 days,41-60,0.0,0,1380,Cluster 0
36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,3,11,0,53,2850,0,1,0,0,0,0,0,0,0,1,117,88,0,142,7,30–60 days,41-60,0.0,3,1381,Cluster 3
47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,69,2603,0,0,0,1,0,0,0,0,1,0,304,289,0,311,12,60–100 days,61-100,0.0,0,1382,Cluster 0
67087.0,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,3,11,0,67,2353,0,1,0,0,0,0,0,0,1,0,751,708,0,664,20,30–60 days,61-100,0.0,0,1383,Cluster 0
57045.0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,3,11,0,70,2818,0,1,0,0,0,0,0,1,0,0,437,420,0,443,15,30–60 days,61-100,0.0,0,1384,Cluster 0
36957.0,1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,3,11,1,67,2820,1,0,0,0,0,0,0,0,0,1,121,90,0,150,7,30–60 days,61-100,16.666666666666664,3,1385,Cluster 3
69389.0,0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,3,11,0,43,2798,0,1,0,0,0,0,0,0,0,1,782,767,0,728,21,0–30 days,41-60,0.0,0,1386,Cluster 0
80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,48,2564,0,1,0,0,0,0,0,1,0,0,1610,1530,3,1586,14,30–60 days,41-60,66.66666666666666,1,1387,Cluster 1
43142.0,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,51,2290,0,1,0,0,0,0,0,0,1,0,16,12,0,18,3,60–100 days,41-60,0.0,3,1388,Cluster 3
80589.0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,3,11,1,76,2317,0,1,0,0,0,0,0,1,0,0,1402,1376,1,1186,20,0–30 days,61-100,33.33333333333333,1,1389,Cluster 1
34412.0,1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,3,11,0,30,2660,0,0,1,0,0,0,0,1,0,0,154,99,0,205,8,60–100 days,21-40,0.0,3,1390,Cluster 3
57537.0,1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,3,11,0,41,2543,0,0,1,0,0,0,0,1,0,0,445,345,0,494,15,60–100 days,41-60,0.0,0,1391,Cluster 0
22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,54,2688,0,0,0,1,0,0,1,0,0,0,50,4,0,88,5,30–60 days,41-60,0.0,3,1392,Cluster 3
51315.0,0,0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,3,11,0,72,2285,0,0,0,1,0,0,0,1,0,0,181,140,0,206,9,30–60 days,61-100,0.0,3,1393,Cluster 3
36026.0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,3,11,0,48,2264,0,1,0,0,0,0,0,1,0,0,44,27,0,55,5,30–60 days,41-60,0.0,3,1394,Cluster 3
24639.0,1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,3,11,0,47,2311,0,1,0,0,0,0,0,1,0,0,43,42,0,44,6,0–30 days,41-60,0.0,3,1395,Cluster 3
34578.0,2,1,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,3,11,0,48,2238,0,0,0,1,0,0,0,0,0,1,8,8,0,8,3,0–30 days,41-60,0.0,3,1396,Cluster 3
65704.0,0,0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,3,11,0,48,2418,0,0,1,0,0,1,0,0,0,0,571,325,0,779,22,0–30 days,41-60,0.0,2,1397,Cluster 2
63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0,54,2754,0,0,1,0,0,0,0,1,0,0,1270,1169,1,1355,19,30–60 days,41-60,16.666666666666664,2,1398,Cluster 2
54132.0,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,51,2292,0,0,0,1,0,0,0,0,0,1,39,36,0,42,4,60–100 days,41-60,0.0,3,1399,Cluster 3
18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,61,2707,0,1,0,0,0,0,0,1,0,0,41,22,0,37,4,60–100 days,61-100,0.0,3,1400,Cluster 3
28164.0,1,0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,50,2580,0,1,0,0,0,0,0,1,0,0,66,54,0,67,6,0–30 days,41-60,0.0,3,1401,Cluster 3
34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,3,11,0,46,2601,0,1,0,0,0,0,0,0,0,1,16,9,0,23,3,30–60 days,41-60,0.0,3,1402,Cluster 3
43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,48,2445,0,1,0,0,0,0,0,0,0,1,18,17,0,19,3,60–100 days,41-60,0.0,3,1403,Cluster 3
38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,3,11,0,62,2250,0,0,1,0,0,1,0,0,0,0,48,35,0,53,5,30–60 days,61-100,0.0,3,1404,Cluster 3
31907.0,0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,3,11,0,48,2641,0,0,1,0,0,0,0,1,0,0,375,301,0,274,13,60–100 days,41-60,0.0,0,1405,Cluster 0
